#Science and Technology Committee 
#Oral evidence: Social media data and real time analytics, HC 245 Wednesday 18 June 2014 
#Ordered by the House of Commons to be published on 18 June 2014. Written evidence from witnesses: 
#– Digital Science 
#– Alliance for Useful Evidence/Demos/David Omand 
#– techUK 
#– Consumer Data Research Centre, University of Leeds 
#– Universities of East London and Birmingham 
#– University of Cambridge Watch the meeting 
#Members present: Andrew Miller (Chair); Jim Dowd; Mr David Heath; Stephen Metcalfe; Stephen Mosley; Pamela Nash; Graham Stringer; David Tredinnick 
#Questions 1-79 
#Witnesses: Timo Hannay, Managing Director, Digital Science, Carl Miller, Research Director, Centre for the Analysis of Social Media, Demos, and Sureyya Cansoy, Director, Tech for Business and Consumer Programmes, techUK, gave evidence.
question|person|oralEvidence
Q55|Professor Yates|From a broader sense, social media can be extremely useful because it is very fast. You can look at the way that some companies use data. I am not sure if you are familiar with how Google do translation, but they favour quantity of data over accuracy, and that is how they get better results. They have literally digitised every document that has been translated and figured out the context. If I hold up a candle and say, “This is light,” does it mean that it is illuminating or that it is not heavy? It will depend on the context in which I hold up the candle. The software deals with that by crunching vast amounts of data to get to a very fast response, which is why we all get instant translation on our phones. The same kind of techniques can be applied to social media. 
Q55|Professor Preston|There are other uses outside verification. Whether the data is verifiable or not is one issue, but in an emergency situation people go through different stages. We found that at the first stage they use social media to seek information. They then go through an emotional stage and then an opinion-sharing stage. 
Q55|Professor Preston|If you know that as a policy maker, you can tailor your types of message to those different stages. Which stage are the public in at the moment? If they are seeking and sharing information, you want to put information out there, but if they are responding emotionally then you want to put something out about being concerned or being compassionate about the victims of the emergency. If they are sharing opinions, you want to deal with that side of things. 
Q55|Professor Preston|Another facet, away from verification, is that some people on our project came up with a tool to detect outliers on social media during an emergency. If people are saying things very different from anyone else, it might be interesting for you to pick up on it, even if it is not verifiable. They might have access to information that others do not, or they might be an outlying group with an interest in the crisis. 
Q55|Dr McPherson|What you said reminds me that whether or not it is true does not have a bearing on whether it has an effect. It does have a bearing, but it may not have a bearing on whether or not it has an effect because it depends on what other people who are looking on social media believe. Even if you eventually debunk some kind of rumour, if it is circulating and people are believing it and reacting to it, that is another area where the Government might be concerned about responding. 
Q56|Pamela Nash|In terms of the processes that you have described, Professor, and the nuances that you mentioned about the different stages of people using Twitter, are the UK Government doing that already? If not, how do we get ready to make full use of it? 
Q56|Professor Preston|In my conversations with civil servants, they are certainly interested in dealing with it, and emergency managers are interested too. 
Q56|Pamela Nash|That was a very political answer. 
Q56|Professor Preston|Yes. They are interested in doing it, but they do not feel that a tool is available that Government could necessarily trust. In terms of sentiment analysis or analysis of emotions during any sort of political situation, they would like a tool that is kitemarked—one that Government could trust—but it is not there at the moment, so that makes them wary of doing it, whereas at the local level, you see people experimenting with all sorts of different things in local authorities and local government. 
Q57|Pamela Nash|Is there any incentive for anyone to produce that tool? 
Q57|Professor Preston|There is a commercial imperative for someone to produce a verifiable tool that Government could use and trust. In the States, the Federal Emergency Management Agency is very big on engaging the private sector in producing these sorts of things, with Government contracts and so on. 
Q58|Mr Heath|Professor Preston, you mentioned observations in a flu epidemic, which reminded me that when I was a Minister at DEFRA we were dealing with Chalara fraxinea, ash dieback, and one of the things that we had then was an app and an ashtag hashtag, which we were rather proud of. 
Q58|Chair|How much did you pay for that? 
Q58|Mr Heath|I wonder whether there is greater scope for observational science, using citizens as observers, in collecting information about natural phenomena such as epidemics. If so, won’t we need better protocols for interpreting the information that comes in? Obviously it is partial and some of it is incorrect, but it nevertheless has some value. 
Q58|Professor Preston|There is great scope for doing that. In my example about Birmingham and how Birmingham Resilience organised things, they depended on people at a local level to say whether events were happening and to tweet and use hashtags and so on. There is huge scope for that. Although the data may have observational errors, most people are minded enough, in terms of helping the scientific effort, not to skew the data. I cannot think of any example of a scientific effort that has involved Twitter, like spotting bird species and so on, where people have deliberately skewed the data. 
Q59|Chair|Does that conform to the Google rule about collecting volume? Every now and then, the pinpoint data might be inaccurate but the general pattern is correct. For example, David’s constituency was badly affected by the recent floods, and an individual Twitter message might have been inaccurate, in the same way as an individual physical measurement might not have told the full picture, but the collective pattern does. 
Q59|professor Preston|That is right. You can get sampling errors. 
Q60|Mr Heath|I want to talk about the collection of personal information, and the disparity between the preparedness of the individual to give personal information to companies, whether they are social media sites or private or industrial, and their lack of preparedness to do the same for the Government. This may all be down to George Orwell, or there may be something else. 
Q60|Professor Yates|It goes back to what we said before. In social media, people make a conscious choice to share specific information for a specific purpose—some of it silly, maybe, but some of it for a useful purpose. They have already decided to give that, and they know that it is going to be used in some way, shape or form, by other people on the system or by the company itself. That is a bit different from being compelled by law to give information about your tax return, your expenses or whatever. There is a different sense for the human being about how you deal with that information. In one sense you are doing it freely, but in another sense you are being compelled. If you can get people to do these things freely, that would be incredibly helpful. There would then be no sense that they were being imposed upon. 
Q61|Mr Heath|Quite so. We freely give information to our doctor about our symptoms and our personal details, but there was marked reluctance by some for that information to be shared for purely benign research purposes in the NHS database. 
Q61|Professor Yates|I completely agree, but that is a failure of education. It goes back to the point of to what degree we are educating the population at large about the value of using data to take better decisions on behalf of all of us, in many different ways. We do not do that very much. Even in my business school, we teach analytics almost as a statistical activity, whereas we should be teaching it as a contextual activity about how to use the insight to get to a different place. Although it might be hard to convince the population that it is something they should truly understand, we have to start that process. Had we had that education in place, I contend that getting informed consent would have been a lot easier. 
Q62|Mr Heath|That is helpful. Thank you. 
Q62|Professor Preston|There are platforms available where people can share information for disasters. There is one called Ushahidi, where people are very willing to share their information, but it depends on the level of government you are talking about. People might be wary of sharing information with central Government, but if it is about helping in an emergency at city or local authority level, people might be very willing to share information. 
Q63|Mr Heath|We talked with the previous panel—I think you were all listening—about the application of our own data protection laws, but also the potential extension of the EU legislation. Are we going to inhibit our Government’s ability to use data effectively by perhaps increasing the protections available under data protection laws? 
Q63|Professor Yates|That is a difficult one. I have to state up front that I am more in favour of the US style of using data to innovate rather than some of the rights-based approaches, although obviously there is a balance between the two. 
Q63|Professor Yates|I was at a conference recently where a gentleman called Steven Finlay, in a new book, talked about rules on how to deal with personal data. He said that it depends on the data itself. How immutable is the data? Your DNA cannot be changed and it should be completely protected. To what extent does it benefit you as an individual or society at large? To what degree should we protect it? How will the data impact me as an individual? If it is going to impact me a great deal, I really should be protected. 
Q63|Professor Yates|There must be some sort of balancing act with the needs of the individual. Just to paint it as, “I must protect the individual’s information” is too broad; to what extent does the individual really need it to be protected, and can we protect it while also allowing companies and Governments to use the information in a sensible way for the benefit of people at large? I am not sure that any legislation deals with that. 
Q64|Mr Heath|That suggests that you think that personal information is in common ownership rather than the ownership of the person to whom it refers. 
Q64|Professor Yates|No, I tend to think of it as personal. I am sorry if I suggested otherwise. Your DNA is very much your own information. Can it be used by doctors to help you? Of course it can, so to what degree does it belong to the doctor or you? I am not really sure, frankly. 
Q64|Professor Preston|Doing research is a legal and ethical minefield, and data protection legislation is obviously a central part of that. Anything that could make innovation or academic research easier in this area would be welcome. 
Q65|Mr Heath|It would probably do the reverse. 
Q65|Professor Preston|That is right, yes. 
Q65|Professor Yates|I have an observation on that which might be helpful. I was thinking in preparation for this session that, in the legal world, there is the Creative Commons approach to you releasing your IP on the web, with certain restrictions on it. The idea of the kitemark was suggested, but I wonder whether, from an individual point of view, we could have some way of saying, “I am prepared to share this,” with some kind of licence, “but I am not prepared to share that,” with another kind of licence, so that the individual could positively take a decision about which data they want to share and in what context. That would be very helpful. 
Q66|Chair|We have talked about licensing regimes. Taking the simple example of the club card, the trouble is that if you want the points you have to sign up to the terms and conditions; if you want to be on Twitter, you have to sign up to the terms and conditions. Companies, under current legislation in this country and elsewhere, have all the aces. 
Q66|Professor Yates|They do, in a way. That is absolutely true. 
Q67|Stephen Metcalfe|Following on from that point, I want to look at users’ expectations of how their data will be used. We talked earlier about end-user licence agreements. To show how helpful they were, Jim told us that there were 110 pages. Are they designed to be as accessible as they appear, so that you can hide all sorts of stuff in them? Is there a way of making it easier for people to know the key issues that they are signing up to—the bit that you would not expect to be in there, as opposed to what you would expect? 
Q67|Professor Yates|I think that there is. It is almost like what are the bullet points of the agreements. I completely agree. If you take the example of a loyalty programme, whatever the terms and conditions and the detail, people are making a conscious exchange. They are allowing the company to use their information on what they have bought or the planes that they have flown on in return for something—some kind of discount, some kind of service improvement or whatever. That is why people sign up for those programmes. People understand the idea of exchanging their data for a benefit. If those simple things could be explained in those 110-page agreements—“What is the benefit of Twitter sharing my information?”, “Why would Facebook share my information?”—it would be helpful. 
Q67|Professor Preston|Socially, people treat social media a bit like they treat the pub. They feel that if they go into a pub and have a private conversation, it does not belong to the pub; it is their conversation. They interpret Twitter or Facebook in the same way—as a place to have a conversation. People need to know what they are signing up to, but because they are US companies, the advice would be exhaustive and legalistic, and their lawyers will have advised them that the terms and conditions should cover any situation that could potentially occur. 
Q67|Dr McPherson|Even if you know and understand the terms and conditions, there is a difference between the theory of what you are signing up to and the practice of how you use it. In my own Twitter use, for example, I think of my followers when I tweet; I am not thinking that it could be used to draw conclusions about other things, or that it might end up travelling the world or in a newspaper. I read an interesting piece recently that advocated considering Twitter users as what in journalistic ethics is referred to as “inexperienced sources,” who would not necessarily know what the personal implications are for them of their information going broadly public, and emphasising caution. 
Q67|Professor Yates|Another side to this is that when you log on to a website and you sign in with Facebook or Twitter, not everybody realises that you are allowing the other site that is using that login to access your Facebook or Twitter information. You get a thing that says “sharing your profile,” but that is through the API, so you can access profile information from Facebook or Twitter without paying Facebook or Twitter, just by saying, “I sign up for this.” It is not a barrier to understanding that individual. 
Q67|Professor Yates|Usually, there isn’t informed consent. If you sign up and share your Facebook profile and photographs or whatever, they then become part of the other person’s system. In the mobile context, that is called a token. That token is long lasting. It is there for a long time; it does not just disappear. 
Q68|Stephen Metcalfe|As is often the case, I suppose it is getting people to catch up with the speed at which the technology is developing and to get social attitudes to change. As politicians, we would want to put everything that we ever write, say or tweet in the context of how we would feel if it was on the front page of the local or national newspaper. If you do that, you protect yourself. With the pub analogy, if you are having a private conversation but someone is standing next to you and you are aware that they might be listening, you probably would not think that the pub is recording it for security purposes. 
Q68|Stephen Metcalfe|We have to help people understand how the world around them is changing, but do we need to do that on their behalf, from a Government point of view, to protect them—to create systems that avoid them making these mistakes, or do we need to educate people about the freedoms and choices that they have now? 
Q68|Professor Yates|Education, education, education. To me, that is the most important thing. You talked quite a bit about data scientists in the first session. Unfortunately, data science in most countries tends to get defined as a technical activity. As it was originally defined by IBM, it was a combination of analytics and artistry, so that you understand the business or social context of what you are doing. There is a great data science course in America at the Illinois Institute of Technology. We have one at the University of Bedfordshire, but even my institution does not have a course where we train all these people across the board on how to use analytics and insight to take public decisions. Education has to be the answer rather than legislation. 
Q69|Jim Dowd|Following on directly from that, you said earlier, Professor Yates, that you wanted to come back to skills and training in these matters. I asked the first group about this. It is a new science or discipline—whether it is science or guesswork, I am not quite sure. How are we adapting to it? How is the provision of courses for professionals in this area? 
Q69|Professor Yates|The data capability strategy that was mentioned before is a good document. It is robust and it points things in the right direction, although largely from a technical point of view; it does not necessarily address the social, business or contextual understanding that we also need. If you look at the data, you get the insight, but the visualisation and impact of the data is more important than the data itself. How do we train people in that? We do not have enough programmes that do that. We have some in the DTCs—the doctoral training centres; there are 21 in the UK. The White Rose in Yorkshire is doing a big data programme to address some of these issues. We need more of those programmes. That one is aimed at doctoral students, not at students in grammar school, high school or comprehensive school, so we probably need that kind of programme too. More education at different levels needs to be addressed. 
Q69|Professor Yates|Don’t get me wrong: this country is probably one of the leaders in some of this analytics work, largely because of what companies like Dunnhumby have done in the retail space. We know how to do the work; the shortage tends to be finding people who can put it into context, not for doing the analytics itself. That is where we need to focus. 
Q69|Professor Preston|In terms of skills, it is a very interdisciplinary area. The benefit of doing our project on social media in emergencies was that it brought people together. I am from education, and there were economists, physicists, mathematicians, computer scientists and people involved in language processing. 
Q69|Professor Preston|It is partly a reorganisation issue—how we get people from different disciplines to work on this complex interdisciplinary problem. It is not necessarily a matter of new resources; it is a matter of how you organise the resources that you already have. As my colleagues said, we already have great potential in the United Kingdom in terms of social and physical sciences. 
Q70|Jim Dowd|One of the broader problems that the Government have in highly technical and advanced areas—in the field of IT, for example—is that they cannot compete in attracting skilled labour into their service because it is so commercially valuable. Is this not likely to replicate itself in the case of data analysis and big data? It is of such enormous value out there that the Government could not possibly compete on labour rates and so on. 
Q70|Professor Preston|There is a possibility of strategic partnerships, working with universities and other innovators and with private sector innovators to make these kinds of products, or whatever you want to do. It is not necessarily a matter of the Government funding it all themselves. I don’t think that works. If you look at the Department of Homeland Security and FEMA, their approach is very much to have science centres in the universities to innovate in this area. That is one approach. 
Q71|Jim Dowd|I am not sure about the record of the Department of Homeland Security in building their new headquarters. There is not much faith in what they are up to. 
Q71|Professor Yates|The UK has a great reputation on open data; it is one of the world’s leaders, so the Government have a good reputation in this field. It is not a bad reputation; it is a question of building on it with the kind of partnerships that John is talking about. That would be helpful. 
Q72|Chair|Professor Preston, on your observation about the multidisciplinary nature of the skills needed, do the research councils get it now? Is there a joined-up approach within the research councils to help fund projects that fit into this category? 
Q72|Professor Preston|Yes. Our project was jointly funded by the Engineering and Physical Sciences Research Council and the Economic and Social Research Council. It brought together those two bits of expertise in one project. Those sorts of activities help. The research councils are getting it in terms of big data. 
Q72|Professor Yates|The project that we had was funded by the ESRC. We would not have been awarded a bid unless we had put a multidisciplinary bid together inside our own institution. It was almost forcing us to think in an interdisciplinary way, which was a good thing. 
Q73|Stephen Mosley|Talking about skills in the UK, do we have the infrastructure in place to take advantage of the market? 
Q73|Professor Preston|We are trying an approach of concentrating on a few universities or providers to deliver those skills. Whether that approach will work in practice, I am not sure. 
Q74|Stephen Mosley|I didn’t mean the skills. Do we have the physical infrastructure—the data centres and the like? 
Q74|Professor Preston|I could not answer that, sorry. 
Q74|Professor Yates|Generally speaking, we are pretty good on that, although I would like higher-speed internet in my village. 
Q74|Stephen Mosley|Get your postcode on the record while you’re at it. 
Q74|Professor Yates|Sorry. That was a flippant comment. To be serious, generally speaking, we are pretty good at building decent infrastructure, and some of the initiatives that the Government have taken in this space have been quite good. Commercial interests demand that you do not just have British infrastructure, you have global infrastructure; systems like Hadoop and so on are cloud-based, so you do not need the physical infrastructure in a particular jurisdiction or country. 
Q75|Stephen Mosley|With the increase in regulation from the UK or Europe, do you think that this sector could be a flash in the pan that will evaporate when regulations choke the volume of data that is being collected? 
Q75|Professor Yates|No, very simply. It is an unstoppable train, given the amount of data that we are collecting on everything. Soon we will have an internet of things, where our fridge will talk to our car and remind us to go to the supermarket. It is an unstoppable train. 
Q75|Professor Preston|Companies like Google operate almost above the regulatory environment in Europe. They will say that if they cannot do it in Europe, they will take academics to the US and work with them there. 
Q76|Jim Dowd|What if Google runs the world? What will happen then? 
Q76|Professor Yates|Perhaps they have already taken over the world. 
Q77|Stephen Mosley|Do you see the threat from regulation to be for home-grown UK and European-based companies rather than global companies? Would you draw that distinction? 
Q77|Professor Preston|It could threaten what UK and European companies are doing if we are not careful, whereas the US has a looser regulatory environment for companies in this area. 
Q77|Professor Yates|That is generally true; it is a looser environment that is more focused on driving innovation than on protecting the rights of the individual. That is an obvious distinction. At the same time, we should be quite pleased with what the UK does in this field. We are good at analytics and social science, we have some really good universities and we are quite good at being interdisciplinary. As I said, a lot of these technologies are cloud-based, so they do not need physically to be in the next city. They are being used in different ways, and the more that we can encourage innovation to use those systems, the better. We are going to be fine. 
Q78|Chair|Do you agree with that, Dr McPherson? At least one Cambridge academic who speaks a lot on this sector expresses great concern that we will one day produce a less benign Government, and that all our data will be misused by the state. But you have academic freedom here. 
Q78|Dr McPherson|Personally, I am concerned with the ethical aspects of using this data, with a lot of topics that were brought up by the previous panel about the inability to be truly anonymous and the inability to future-proof. I know that there are a lot of cases where we are talking about using the data for innovation and so on, and for very positive reasons, but I am thinking of the more vulnerable people—I am thinking of my human rights work—those for whom exposing their identity has tremendous repercussions. That is the area that concerns me. 
Q79|Chair|You accept Professor Yates’s comment that it is an unstoppable train. 
Q79|Dr McPherson|Yes, for sure. 
Q79|Professor Yates|By the way, I agree with the ethical concerns. Don’t get me wrong; I was just addressing innovation issues, not the ethical concerns. 
Q79|Dr McPherson|I changed the subject. 
Q79|Chair|We’ll leave it there; it is a fascinating point to stop at. Thank you very much for your attendance this morning. 
